Date,Creek,Chl_a ,Phae_a
3/23/86,OL,2.06,1.64
3/24/86,OL,1.77,1.50
3/25/86,OL,1.83,1.23
3/26/86,OL,2.00,1.27
3/27/86,OL,4.00,1.78
3/28/86,OL,4.00,2.16
3/29/86,OL,2.92,2.81
3/30/86,OL,1.47,3.46
3/31/86,OL,1.47,3.46
4/1/86,OL,3.53,2.34
4/2/86,OL,3.38,2.35
4/3/86,OL,5.22,3.59
4/4/86,OL,5.22,3.59
4/5/86,OL,3.69,3.86
4/6/86,OL,4.00,3.98
4/7/86,OL,2.77,2.41
4/8/86,OL,2.36,1.82
4/9/86,OL,4.15,1.58
4/10/86,OL,3.53,1.78
4/11/86,OL,3.07,1.26
4/12/86,OL,2.18,1.84
4/13/86,OL,2.12,1.58
4/14/86,OL,2.94,1.88
4/15/86,OL,3.83,2.33
4/16/86,OL,5.84,2.69
4/17/86,OL,5.07,2.48
4/18/86,OL,3.84,1.89
4/19/86,OL,3.69,3.02
4/20/86,OL,4.30,3.11
4/21/86,OL,5.38,3.57
4/22/86,OL,6.45,3.89
4/23/86,OL,3.53,1.78
4/24/86,OL,5.99,3.66
4/25/86,OL,2.00,1.53
4/26/86,OL,3.53,1.93
4/27/86,OL,4.15,2.70
4/28/86,OL,4.15,2.98
4/29/86,OL,5.22,3.17
4/30/86,OL,5.38,3.15
5/1/86,OL,5.84,3.39
5/2/86,OL,4.76,2.93
5/3/86,OL,4.92,3.47
5/4/86,OL,5.38,4.83
5/5/86,OL,6.45,4.31
5/6/86,OL,7.68,3.36
5/7/86,OL,7.38,4.23
5/8/86,OL,4.46,2.26
5/9/86,OL,7.84,2.65
5/10/86,OL,6.92,2.87
5/11/86,OL,4.15,2.98
5/12/86,OL,5.38,3.15
5/13/86,OL,5.22,3.17
5/14/86,OL,4.61,3.22
5/15/86,OL,5.69,3.40
5/16/86,OL,7.99,3.76
5/17/86,OL,8.30,3.59
5/18/86,OL,11.68,4.26
5/19/86,OL,9.37,5.03
5/20/86,OL,12.91,8.56
5/21/86,OL,9.37,6.57
5/22/86,OL,8.76,5.08
5/23/86,OL,3.69,1.63
5/24/86,OL,3.69,2.46
5/25/86,OL,4.15,1.72
5/26/86,OL,6.61,3.18
5/27/86,OL,6.15,4.20
5/28/86,OL,7.22,3.68
5/29/86,OL,10.60,4.50
5/30/86,OL,8.76,4.67
5/31/86,OL,7.99,4.04
6/1/86,OL,8.30,5.97
6/2/86,OL,22.27,10.15
6/3/86,OL,8.61,3.14
6/4/86,OL,8.30,3.73
6/5/86,OL,7.99,3.76
6/6/86,OL,7.77,4.02
6/7/86,OL,7.66,3.71
6/8/86,OL,5.18,2.21
6/9/86,OL,7.30,2.45
6/10/86,OL,7.18,4.50
6/11/86,OL,6.71,3.47
6/12/86,OL,20.59,3.74
6/13/86,OL,19.05,3.88
6/14/86,OL,20.28,5.45
6/15/86,OL,13.83,4.91
6/16/86,OL,15.06,9.55
6/17/86,OL,20.59,7.94
6/18/86,OL,22.13,7.52
6/19/86,OL,26.72,13.81
6/20/86,OL,21.82,10.90
6/21/86,OL,14.75,4.55
6/22/86,OL,6.76,2.75
6/23/86,OL,5.42,1.66
6/24/86,OL,8.24,3.76
6/25/86,OL,11.99,3.96
6/26/86,OL,11.06,4.88
6/27/86,OL,14.14,4.60
6/28/86,OL,20.90,5.95
6/29/86,OL,20.59,5.98
6/30/86,OL,19.05,6.95
7/1/86,OL,18.13,7.32
7/2/86,OL,17.52,5.97
7/3/86,OL,16.90,7.71
7/4/86,OL,16.90,7.71
7/5/86,OL,13.22,5.24
7/6/86,OL,8.61,3.14
7/7/86,OL,11.06,3.48
7/8/86,OL,12.60,3.90
7/9/86,OL,9.83,3.87
7/10/86,OL,10.76,3.79
7/11/86,OL,13.52,5.50
7/12/86,OL,13.83,4.91
7/13/86,OL,23.05,6.04
7/14/86,OL,28.50,7.16
7/15/86,OL,26.12,6.60
7/16/86,OL,25.51,7.21
7/17/86,OL,37.41,11.22
7/18/86,OL,37.41,9.60
7/19/86,OL,19.98,6.59
7/20/86,OL,10.45,3.53
7/21/86,OL,7.99,2.64
7/22/86,OL,8.91,2.55
7/23/86,OL,9.53,2.78
7/24/86,OL,11.06,4.32
7/25/86,OL,13.22,4.40
7/26/86,OL,14.75,4.83
7/27/86,OL,16.60,5.22
7/28/86,OL,25.20,7.24
7/29/86,OL,24.28,6.76
7/30/86,OL,25.20,5.56
7/31/86,OL,29.39,4.65
8/1/86,OL,29.39,7.89
8/2/86,OL,24.59,7.86
8/3/86,OL,26.72,9.75
8/4/86,OL,15.98,6.11
8/5/86,OL,14.14,6.28
8/6/86,OL,11.06,2.92
8/7/86,OL,8.61,2.30
8/8/86,OL,11.99,4.79
8/9/86,OL,11.99,4.79
8/10/86,OL,28.50,4.73
8/11/86,OL,19.36,6.37
8/12/86,OL,16.90,4.91
8/13/86,OL,15.06,5.92
8/14/86,OL,16.60,8.02
8/15/86,OL,15.06,5.92
8/16/86,OL,14.44,9.89
8/17/86,OL,21.51,12.61
8/18/86,OL,26.72,8.13
8/19/86,OL,16.29,3.85
8/20/86,OL,14.14,5.44
8/21/86,OL,12.91,3.31
8/22/86,OL,13.22,4.96
8/23/86,OL,12.60,6.14
8/24/86,OL,12.60,5.02
8/25/86,OL,13.83,3.79
8/26/86,OL,18.44,4.49
8/27/86,OL,24.94,5.86
8/28/86,OL,27.61,5.62
8/29/86,OL,10.76,5.74
8/30/86,OL,11.06,4.60
8/31/86,OL,10.76,6.02
9/1/86,OL,7.99,4.04
9/2/86,OL,9.22,3.92
9/3/86,OL,7.38,4.65
9/4/86,OL,7.07,2.72
9/5/86,OL,6.48,1.88
9/6/86,OL,8.72,1.79
9/7/86,OL,6.95,2.38
9/8/86,OL,7.77,4.34
9/9/86,OL,6.76,5.54
9/10/86,OL,9.83,4.99
9/11/86,OL,11.68,3.98
9/12/86,OL,20.59,6.26
9/13/86,OL,18.44,5.05
9/14/86,OL,19.05,6.12
9/15/86,OL,15.06,7.03
9/16/86,OL,7.99,3.76
9/17/86,OL,7.07,2.72
9/18/86,OL,7.38,2.69
9/19/86,OL,7.99,1.80
9/20/86,OL,11.68,1.47
9/21/86,OL,12.29,5.05
9/22/86,OL,8.91,3.39
9/23/86,OL,7.38,3.81
9/24/86,OL,9.22,3.09
9/25/86,OL,9.83,4.43
9/26/86,OL,11.37,4.57
9/27/86,OL,18.13,5.08
9/28/86,OL,16.60,4.38
9/29/86,OL,9.83,5.55
9/30/86,OL,15.98,6.95
10/1/86,OL,14.75,6.50
10/2/86,OL,11.99,6.19
10/3/86,OL,8.91,2.83
10/4/86,OL,5.65,1.85
10/5/86,OL,7.38,2.13
10/6/86,OL,9.22,2.81
10/7/86,OL,9.22,3.37
10/8/86,OL,7.07,7.19
10/9/86,OL,14.44,7.93
10/10/86,OL,6.76,3.87
10/11/86,OL,5.65,2.60
10/12/86,OL,8.24,3.44
10/13/86,OL,10.14,5.52
10/14/86,OL,10.14,6.08
10/15/86,OL,6.76,4.43
10/16/86,OL,4.12,2.20
10/17/86,OL,4.83,1.71
10/18/86,OL,4.71,1.72
10/19/86,OL,6.60,2.62
10/20/86,OL,2.18,0.88
10/21/86,OL,3.06,1.33
10/22/86,OL,3.18,2.07
10/23/86,OL,3.53,2.25
10/24/86,OL,4.24,2.83
10/25/86,OL,4.59,2.69
10/26/86,OL,4.12,3.38
10/27/86,OL,7.30,3.09
10/28/86,OL,9.19,2.82
10/29/86,OL,6.83,3.35
10/30/86,OL,8.83,4.46
10/31/86,OL,3.77,2.13
11/1/86,OL,2.47,4.49
11/2/86,OL,6.83,0.00
11/3/86,OL,6.24,1.37
11/4/86,OL,5.54,2.40
11/5/86,OL,4.12,2.52
11/6/86,OL,4.24,3.16
11/7/86,OL,1.53,5.44
11/8/86,OL,3.30,2.49
11/9/86,OL,4.71,2.58
11/10/86,OL,6.24,4.48
11/11/86,OL,4.48,3.88
11/12/86,OL,5.77,5.27
11/13/86,OL,2.59,2.34
11/14/86,OL,2.12,1.31
11/15/86,OL,2.47,1.28
11/16/86,OL,1.88,0.90
11/17/86,OL,2.59,0.62
11/18/86,OL,2.83,1.03
11/19/86,OL,2.83,1.46
11/20/86,OL,4.48,2.17
11/21/86,OL,1.88,1.44
11/22/86,OL,1.88,1.44
11/23/86,OL,0.84,1.23
11/24/86,OL,0.84,1.70
11/25/86,OL,0.84,1.70
11/26/86,OL,1.83,2.15
11/27/86,OL,1.91,2.40
11/28/86,OL,3.18,3.14
11/29/86,OL,1.87,1.57
11/30/86,OL,3.06,1.22
12/1/86,OL,5.06,2.97
12/2/86,OL,3.53,1.83
12/3/86,OL,3.30,1.85
12/4/86,OL,4.59,3.34
12/5/86,OL,2.94,2.41
12/6/86,OL,1.04,1.25
12/7/86,OL,0.68,0.81
12/8/86,OL,0.76,1.02
12/9/86,OL,1.11,1.82
12/10/86,OL,1.95,2.54
12/11/86,OL,3.06,3.37
12/12/86,OL,4.36,4.86
12/13/86,OL,1.39,1.43
12/14/86,OL,2.31,0.95
12/15/86,OL,2.11,0.90
12/16/86,OL,1.79,0.82
12/17/86,OL,2.36,0.86
12/18/86,OL,3.89,1.36
12/19/86,OL,3.30,1.20
12/20/86,OL,3.06,1.12
12/21/86,OL,1.83,1.18
12/22/86,OL,1.19,0.80
12/23/86,OL,0.80,0.54
12/24/86,OL,1.23,1.63
12/25/86,OL,1.23,1.63
12/26/86,OL,1.19,2.18
12/27/86,OL,1.51,1.46
12/28/86,OL,1.27,1.37
12/29/86,OL,1.71,0.86
12/30/86,OL,1.63,0.94
12/31/86,OL,1.75,0.97
1/1/86,TC,7.90,6.68
1/2/86,TC,6.56,4.99
1/3/86,TC,2.10,2.04
1/4/86,TC,5.67,3.04
1/5/86,TC,3.15,2.18
1/6/86,TC,2.83,1.90
1/7/86,TC,1.44,0.91
1/8/86,TC,5.22,4.25
1/9/86,TC,5.37,3.91
1/10/86,TC,3.65,1.55
1/11/86,TC,4.03,2.03
1/12/86,TC,2.98,1.56
1/13/86,TC,2.98,1.56
1/14/86,TC,3.43,1.30
1/15/86,TC,5.07,4.21
1/16/86,TC,3.50,1.61
1/17/86,TC,2.61,1.27
1/18/86,TC,2.61,1.27
1/19/86,TC,5.89,1.78
1/20/86,TC,2.53,1.82
1/21/86,TC,4.47,1.87
1/22/86,TC,3.43,1.78
1/23/86,TC,5.41,3.05
1/24/86,TC,5.20,5.37
1/25/86,TC,4.37,3.29
1/26/86,TC,4.92,5.49
1/27/86,TC,5.74,3.73
1/28/86,TC,4.03,2.41
1/29/86,TC,4.55,2.93
1/30/86,TC,7.08,3.50
1/31/86,TC,6.24,2.74
2/1/86,TC,4.10,2.05
2/2/86,TC,3.58,2.29
2/3/86,TC,2.83,1.90
2/4/86,TC,4.62,2.95
2/5/86,TC,5.82,3.84
2/6/86,TC,5.83,4.22
2/7/86,TC,5.00,3.73
2/8/86,TC,6.34,3.79
2/9/86,TC,5.83,4.22
2/10/86,TC,3.06,2.91
2/11/86,TC,4.10,2.53
2/12/86,TC,5.22,3.59
2/13/86,TC,2.09,2.74
2/14/86,TC,1.13,1.64
2/15/86,TC,1.30,2.07
2/16/86,TC,1.38,1.71
2/17/86,TC,0.91,0.88
2/18/86,TC,1.02,1.05
2/19/86,TC,0.99,1.88
2/20/86,TC,1.16,1.40
2/21/86,TC,0.97,1.38
2/22/86,TC,2.83,2.21
2/23/86,TC,3.12,1.59
2/24/86,TC,3.06,1.71
2/25/86,TC,3.30,2.17
2/26/86,TC,2.53,1.43
2/27/86,TC,2.94,1.93
2/28/86,TC,4.15,2.84
3/1/86,TC,6.61,7.38
3/2/86,TC,3.71,2.02
3/3/86,TC,2.71,1.79
3/4/86,TC,2.06,1.15
3/5/86,TC,1.53,1.15
3/6/86,TC,1.41,1.05
3/7/86,TC,1.83,1.28
3/8/86,TC,2.47,1.71
3/9/86,TC,2.36,1.50
3/10/86,TC,2.71,1.58
3/11/86,TC,4.30,3.11
3/12/86,TC,5.38,3.01
3/13/86,TC,3.53,2.06
3/14/86,TC,3.53,2.06
3/15/86,TC,10.76,5.32
3/16/86,TC,8.91,4.65
3/17/86,TC,4.00,2.30
3/18/86,TC,2.41,1.50
3/19/86,TC,2.89,2.10
3/20/86,TC,5.84,2.27
3/21/86,TC,6.15,2.10
3/22/86,TC,4.00,2.16
3/23/86,TC,2.89,1.78
3/24/86,TC,3.12,2.13
3/25/86,TC,3.00,2.14
3/26/86,TC,3.06,1.98
3/27/86,TC,3.65,2.14
3/28/86,TC,7.22,4.24
3/29/86,TC,3.84,1.75
3/30/86,TC,1.88,2.62
3/31/86,TC,1.88,2.62
4/1/86,TC,5.38,2.45
4/2/86,TC,3.69,1.91
4/3/86,TC,2.65,1.85
4/4/86,TC,3.84,2.59
4/5/86,TC,3.23,2.93
4/6/86,TC,2.92,3.23
4/7/86,TC,3.84,3.57
4/8/86,TC,5.69,2.84
4/9/86,TC,7.53,3.52
4/10/86,TC,5.38,3.01
4/11/86,TC,3.53,1.92
4/12/86,TC,2.77,1.43
4/13/86,TC,3.59,1.61
4/14/86,TC,2.89,1.40
4/15/86,TC,3.95,1.57
4/16/86,TC,11.22,5.42
4/17/86,TC,5.69,2.42
4/18/86,TC,4.15,1.72
4/19/86,TC,4.46,3.23
4/20/86,TC,4.00,2.72
4/21/86,TC,5.99,3.94
4/22/86,TC,6.76,3.45
4/23/86,TC,5.84,2.83
4/24/86,TC,3.69,1.63
4/25/86,TC,3.24,1.69
4/26/86,TC,3.30,1.85
4/27/86,TC,4.76,2.09
4/28/86,TC,4.46,1.70
4/29/86,TC,7.68,2.38
4/30/86,TC,4.30,1.85
5/1/86,TC,4.30,2.69
5/2/86,TC,4.61,2.38
5/3/86,TC,4.00,2.30
5/4/86,TC,4.92,3.19
5/5/86,TC,4.46,2.96
5/6/86,TC,4.92,2.91
5/7/86,TC,6.30,2.09
5/8/86,TC,9.68,3.04
5/9/86,TC,9.68,3.04
5/10/86,TC,14.25,6.42
5/11/86,TC,7.22,2.85
5/12/86,TC,7.99,5.99
5/13/86,TC,14.25,2.77
5/14/86,TC,7.07,2.02
5/15/86,TC,6.45,1.66
5/16/86,TC,6.30,2.23
5/17/86,TC,6.15,2.80
5/18/86,TC,8.91,2.97
5/19/86,TC,7.84,2.93
5/20/86,TC,7.68,4.90
5/21/86,TC,8.14,2.06
5/22/86,TC,7.99,4.04
5/23/86,TC,6.61,3.04
5/24/86,TC,5.38,2.31
5/25/86,TC,5.84,1.43
5/26/86,TC,7.99,2.50
5/27/86,TC,7.99,2.50
5/28/86,TC,8.14,2.48
5/29/86,TC,12.29,2.81
5/30/86,TC,9.07,2.82
5/31/86,TC,9.22,2.25
6/1/86,TC,8.30,2.89
6/2/86,TC,18.13,5.36
6/3/86,TC,9.22,2.53
6/4/86,TC,8.91,3.67
6/5/86,TC,7.99,3.20
6/6/86,TC,7.07,2.16
6/7/86,TC,6.12,2.34
6/8/86,TC,5.18,1.68
6/9/86,TC,5.18,1.03
6/10/86,TC,7.07,2.15
6/11/86,TC,6.60,1.44
6/12/86,TC,11.68,3.42
6/13/86,TC,10.14,2.44
6/14/86,TC,11.06,1.80
6/15/86,TC,10.45,2.97
6/16/86,TC,11.99,1.72
6/17/86,TC,18.13,2.00
6/18/86,TC,15.67,3.62
6/19/86,TC,18.13,6.20
6/20/86,TC,11.99,5.35
6/21/86,TC,10.45,3.81
6/22/86,TC,7.99,2.92
6/23/86,TC,5.18,1.46
6/24/86,TC,6.24,1.69
6/25/86,TC,9.54,2.57
6/26/86,TC,8.30,2.89
6/27/86,TC,7.07,2.44
6/28/86,TC,11.99,3.68
6/29/86,TC,15.67,3.06
6/30/86,TC,15.98,3.32
7/1/86,TC,14.14,3.20
7/2/86,TC,12.91,2.47
7/3/86,TC,12.60,3.34
7/4/86,TC,12.60,3.34
7/5/86,TC,9.22,4.48
7/6/86,TC,6.76,2.75
7/7/86,TC,10.45,2.97
7/8/86,TC,11.68,3.98
7/9/86,TC,11.37,4.01
7/10/86,TC,12.60,4.18
7/11/86,TC,11.37,4.57
7/12/86,TC,14.44,4.29
7/13/86,TC,16.60,6.34
7/14/86,TC,16.29,6.64
7/15/86,TC,12.29,2.53
7/16/86,TC,13.22,2.73
7/17/86,TC,19.36,2.45
7/18/86,TC,17.83,2.87
7/19/86,TC,12.29,4.77
7/20/86,TC,7.07,2.44
7/21/86,TC,7.99,2.36
7/22/86,TC,12.91,3.31
7/23/86,TC,9.83,1.35
7/24/86,TC,10.76,2.39
7/25/86,TC,6.48,1.77
7/26/86,TC,12.29,2.25
7/27/86,TC,19.98,6.31
7/28/86,TC,22.44,8.89
7/29/86,TC,18.44,5.61
7/30/86,TC,15.98,4.43
7/31/86,TC,17.21,3.76
8/1/86,TC,16.29,3.29
8/2/86,TC,15.06,4.52
8/3/86,TC,13.22,6.36
8/4/86,TC,16.60,4.66
8/5/86,TC,15.06,4.80
8/6/86,TC,11.06,4.04
8/7/86,TC,13.22,4.40
8/8/86,TC,11.99,3.96
8/9/86,TC,13.83,4.35
8/10/86,TC,11.06,3.20
8/11/86,TC,13.22,4.12
8/12/86,TC,15.37,7.57
8/13/86,TC,15.37,4.21
8/14/86,TC,8.30,2.61
8/15/86,TC,7.07,1.60
8/16/86,TC,9.53,4.46
8/17/86,TC,13.22,5.24
8/18/86,TC,24.28,5.93
8/19/86,TC,17.83,3.43
8/20/86,TC,17.83,3.43
8/21/86,TC,14.75,2.59
8/22/86,TC,11.83,2.01
8/23/86,TC,13.52,3.82
8/24/86,TC,12.29,3.09
8/25/86,TC,17.83,8.74
8/26/86,TC,20.59,4.58
8/27/86,TC,9.22,2.53
8/28/86,TC,15.06,2.56
8/29/86,TC,15.06,4.80
8/30/86,TC,8.61,3.70
8/31/86,TC,7.68,4.34
9/1/86,TC,10.45,5.49
9/2/86,TC,11.99,6.19
9/3/86,TC,11.37,4.29
9/4/86,TC,10.76,3.79
9/5/86,TC,8.61,2.58
9/6/86,TC,6.12,1.70
9/7/86,TC,9.89,2.32
9/8/86,TC,7.30,2.34
9/9/86,TC,11.06,5.72
9/10/86,TC,12.91,4.99
9/11/86,TC,12.91,3.59
9/12/86,TC,7.68,2.38
9/13/86,TC,7.38,2.69
9/14/86,TC,12.60,3.34
9/15/86,TC,11.37,4.01
9/16/86,TC,8.30,2.89
9/17/86,TC,10.76,4.07
9/18/86,TC,10.76,2.39
9/19/86,TC,9.22,1.69
9/20/86,TC,9.53,1.66
9/21/86,TC,14.75,3.43
9/22/86,TC,10.45,2.42
9/23/86,TC,8.30,2.61
9/24/86,TC,10.45,2.97
9/25/86,TC,18.44,2.82
9/26/86,TC,15.67,3.62
9/27/86,TC,9.22,1.97
9/28/86,TC,8.61,2.30
9/29/86,TC,7.07,2.16
9/30/86,TC,7.38,3.53
10/1/86,TC,7.38,3.53
10/2/86,TC,8.30,3.17
10/3/86,TC,11.99,3.40
10/4/86,TC,8.91,2.27
10/5/86,TC,10.14,2.72
10/6/86,TC,13.22,4.40
10/7/86,TC,7.68,2.66
10/8/86,TC,10.45,6.05
10/9/86,TC,7.99,2.08
10/10/86,TC,6.36,2.00
10/11/86,TC,5.65,2.71
10/12/86,TC,3.42,1.62
10/13/86,TC,4.95,2.88
10/14/86,TC,5.42,3.05
10/15/86,TC,6.76,3.03
10/16/86,TC,6.24,2.76
10/17/86,TC,7.18,2.03
10/18/86,TC,7.42,1.69
10/19/86,TC,7.77,2.84
10/20/86,TC,1.88,0.69
10/21/86,TC,2.47,1.17
10/22/86,TC,2.59,0.73
10/23/86,TC,2.36,0.75
10/24/86,TC,3.42,0.76
10/25/86,TC,3.42,0.76
10/26/86,TC,3.77,2.02
10/27/86,TC,3.42,1.94
10/28/86,TC,3.18,1.54
10/29/86,TC,3.65,1.49
10/30/86,TC,2.83,3.07
10/31/86,TC,5.06,4.15
11/1/86,TC,5.54,3.04
11/2/86,TC,5.77,8.05
11/3/86,TC,5.18,5.64
11/4/86,TC,5.18,1.89
11/5/86,TC,7.30,0.00
11/6/86,TC,6.60,1.98
11/7/86,TC,6.48,1.77
11/8/86,TC,5.30,1.67
11/9/86,TC,3.53,2.04
11/10/86,TC,4.71,2.15
11/11/86,TC,2.71,1.90
11/12/86,TC,2.71,2.44
11/13/86,TC,2.94,2.31
11/14/86,TC,3.42,1.62
11/15/86,TC,4.24,1.76
11/16/86,TC,3.53,1.18
11/17/86,TC,3.53,0.97
11/18/86,TC,3.77,1.16
11/19/86,TC,4.12,1.13
11/20/86,TC,4.36,1.97
11/21/86,TC,4.95,2.02
11/22/86,TC,4.00,1.78
11/23/86,TC,4.48,1.74
11/24/86,TC,3.53,1.29
11/25/86,TC,2.47,1.66
11/26/86,TC,2.31,1.42
11/27/86,TC,1.71,1.44
11/28/86,TC,3.06,2.08
11/29/86,TC,2.94,1.88
11/30/86,TC,4.48,1.85
12/1/86,TC,4.48,1.85
12/2/86,TC,4.59,3.77
12/3/86,TC,4.00,1.68
12/4/86,TC,5.54,3.04
12/5/86,TC,4.48,3.67
12/6/86,TC,5.65,3.24
12/7/86,TC,4.95,2.02
12/8/86,TC,3.89,1.47
12/9/86,TC,1.59,0.80
12/10/86,TC,1.67,0.94
12/11/86,TC,1.63,1.12
12/12/86,TC,2.47,2.56
12/13/86,TC,2.31,0.95
12/14/86,TC,3.30,1.42
12/15/86,TC,2.95,1.44
12/16/86,TC,3.65,1.06
12/17/86,TC,3.53,1.29
12/18/86,TC,4.36,1.32
12/19/86,TC,3.53,0.86
12/20/86,TC,3.89,1.04
12/21/86,TC,5.06,2.12
12/22/86,TC,5.65,3.03
12/23/86,TC,4.24,1.87
12/24/86,TC,2.71,1.17
12/25/86,TC,2.71,1.17
12/26/86,TC,1.27,1.12
12/27/86,TC,1.87,1.10
12/28/86,TC,1.99,1.02
12/29/86,TC,1.79,1.00
12/30/86,TC,2.03,1.19
12/31/86,TC,2.03,1.01
1/1/87,CB,5.52,4.41
1/2/87,CB,5.28,3.59
1/3/87,CB,4.54,2.40
1/4/87,CB,4.05,1.72
1/5/87,CB,3.40,2.09
1/6/87,CB,1.90,1.14
1/7/87,CB,1.35,0.73
1/8/87,CB,1.10,0.82
1/9/87,CB,1.23,0.75
1/10/87,CB,1.10,0.98
1/11/87,CB,2.09,2.83
1/12/87,CB,1.72,0.95
1/13/87,CB,1.90,0.66
1/14/87,CB,1.96,0.49
1/15/87,CB,4.37,0.70
1/16/87,CB,3.89,0.76
1/17/87,CB,4.86,1.20
1/18/87,CB,4.53,1.95
1/19/87,CB,5.50,3.37
1/20/87,CB,6.96,4.31
1/21/87,CB,3.24,1.27
1/22/87,CB,4.37,2.39
1/23/87,CB,1.84,2.22
1/24/87,CB,1.78,1.16
1/25/87,CB,2.46,1.39
1/26/87,CB,4.05,1.82
1/27/87,CB,3.44,1.26
1/28/87,CB,3.07,1.31
1/29/87,CB,3.81,0.73
1/30/87,CB,4.85,0.00
1/31/87,CB,4.05,1.66
2/1/87,CB,5.03,0.31
2/2/87,CB,7.12,3.44
2/3/87,CB,4.86,2.89
2/4/87,CB,4.37,2.53
2/5/87,CB,4.53,1.66
2/6/87,CB,3.19,1.35
2/7/87,CB,2.64,1.05
2/8/87,CB,2.09,1.76
2/9/87,CB,3.07,2.48
2/10/87,CB,1.53,1.08
2/11/87,CB,1.60,1.18
2/12/87,CB,2.09,0.90
2/13/87,CB,1.23,1.12
2/14/87,CB,1.60,1.34
2/15/87,CB,1.78,0.73
2/16/87,CB,-99.99,-99.99
2/17/87,CB,2.95,2.66
2/18/87,CB,3.07,1.74
2/19/87,CB,1.35,0.79
2/20/87,CB,1.04,0.67
2/21/87,CB,1.17,1.50
2/22/87,CB,1.35,0.95
2/23/87,CB,1.10,1.51
2/24/87,CB,1.53,1.51
2/25/87,CB,1.25,0.87
2/26/87,CB,1.84,1.20
2/27/87,CB,1.66,1.76
2/28/87,CB,1.84,2.00
3/1/87,CB,1.78,1.48
3/2/87,CB,2.15,1.86
3/3/87,CB,1.72,1.17
3/4/87,CB,2.27,1.15
3/5/87,CB,2.09,1.33
3/6/87,CB,3.56,3.33
3/7/87,CB,2.88,2.67
3/8/87,CB,9.55,7.63
3/9/87,CB,3.62,3.43
3/10/87,CB,2.95,2.93
3/11/87,CB,2.64,1.90
3/12/87,CB,2.58,1.85
3/13/87,CB,2.64,1.74
3/14/87,CB,1.60,0.70
3/15/87,CB,1.60,1.23
3/16/87,CB,1.96,1.35
3/17/87,CB,1.72,0.84
3/18/87,CB,1.66,0.75
3/19/87,CB,1.90,0.87
3/20/87,CB,2.03,1.45
3/21/87,CB,6.15,4.69
3/22/87,CB,2.52,2.13
3/23/87,CB,3.38,2.66
3/24/87,CB,2.88,2.35
3/25/87,CB,3.19,3.06
3/26/87,CB,2.76,2.47
3/27/87,CB,2.58,2.01
3/28/87,CB,1.66,1.39
3/29/87,CB,2.15,1.00
3/30/87,CB,2.21,1.37
3/31/87,CB,3.38,3.83
4/1/87,CB,3.19,1.99
4/2/87,CB,3.56,1.23
4/3/87,CB,3.56,1.57
4/4/87,CB,3.07,2.06
4/5/87,CB,2.52,2.02
4/6/87,CB,2.03,1.34
4/7/87,CB,5.18,1.44
4/8/87,CB,7.29,1.73
4/9/87,CB,8.90,1.80
4/10/87,CB,5.34,1.98
4/11/87,CB,3.89,2.17
4/12/87,CB,4.53,2.23
4/13/87,CB,4.21,2.27
4/14/87,CB,3.13,1.36
4/15/87,CB,1.60,0.75
4/16/87,CB,2.03,0.59
4/17/87,CB,7.61,1.97
4/18/87,CB,6.96,1.35
4/19/87,CB,4.05,2.15
4/20/87,CB,3.89,1.75
4/21/87,CB,14.73,0.00
4/22/87,CB,6.15,2.02
4/23/87,CB,7.61,2.95
4/24/87,CB,10.52,3.56
4/25/87,CB,3.89,2.59
4/26/87,CB,2.46,1.92
4/27/87,CB,3.08,1.99
4/28/87,CB,4.67,2.81
4/29/87,CB,2.58,1.27
4/30/87,CB,3.19,1.40
5/1/87,CB,3.44,1.48
5/2/87,CB,5.03,2.02
5/3/87,CB,8.84,1.95
5/4/87,CB,8.84,2.27
5/5/87,CB,8.74,2.24
5/6/87,CB,11.33,1.91
5/7/87,CB,22.02,3.90
5/8/87,CB,14.25,2.37
5/9/87,CB,6.75,2.65
5/10/87,CB,10.69,2.55
5/11/87,CB,8.84,3.12
5/12/87,CB,6.48,3.67
5/13/87,CB,6.02,2.74
5/14/87,CB,4.79,1.83
5/15/87,CB,4.54,1.55
5/16/87,CB,5.89,2.01
5/17/87,CB,4.54,1.65
5/18/87,CB,6.63,2.45
5/19/87,CB,8.96,3.21
5/20/87,CB,8.74,5.62
5/21/87,CB,10.04,9.40
5/22/87,CB,8.42,2.85
5/23/87,CB,9.39,3.00
5/24/87,CB,10.36,2.60
5/25/87,CB,11.33,2.75
5/26/87,CB,8.47,3.17
5/27/87,CB,4.17,2.13
5/28/87,CB,2.33,1.09
5/29/87,CB,3.44,1.16
5/30/87,CB,4.42,1.45
5/31/87,CB,4.54,1.33
6/1/87,CB,6.14,2.51
6/2/87,CB,9.07,2.20
6/3/87,CB,11.01,3.36
6/4/87,CB,11.01,3.64
6/5/87,CB,11.01,4.48
6/6/87,CB,9.39,2.72
6/7/87,CB,11.98,4.36
6/8/87,CB,11.33,3.03
6/9/87,CB,12.63,3.43
6/10/87,CB,-99.99,-99.99
6/11/87,CB,5.16,2.64
6/12/87,CB,3.93,2.27
6/13/87,CB,3.68,1.66
6/14/87,CB,3.81,1.21
6/15/87,CB,7.12,2.17
6/16/87,CB,8.59,2.73
6/17/87,CB,9.71,2.40
6/18/87,CB,10.69,3.12
6/19/87,CB,4.91,1.71
6/20/87,CB,10.69,3.40
6/21/87,CB,19.10,9.91
6/22/87,CB,13.92,3.54
